27170_1_1_1	17582_1_1_1
27170_1_1_1	17576_1_1_1
27473_1_1_1	27473_1_1_1
27869_1_1_1	27869_1_1_1
30032_1_1_1	30032_1_1_1
30296_1_1_1	30296_1_1_1
30518_1_1_1	30518_1_1_1
30763_1_1_1	30763_1_1_1
34076_1_1_1	34076_1_1_1
34076_1_1_1	34072_1_1_1
34257_1_1_1	34257_1_1_1
34257_1_1_1	16126_1_1_1
34628_1_2_2	34628_1_2_2
36136_1_1_1	36136_1_1_1
50707_1_1_1	50707_1_1_1
7371_1_1_1	7371_1_1_1
15028_2_2_2	15028_2_2_2
15028_2_2_2	6563_1_1_1
15028_2_2_2	4944_1_1_1
15404_1_1_1	15404_1_1_1
15655_1_1_1	15655_1_1_1
15655_1_1_1	17716_1_1_1
15655_1_1_1	16408_1_1_1
15919_1_2_2	15919_1_2_2
15919_1_2_2	5685_1_1_1
15919_1_2_2	27288_1_1_1
16267_1_1_1	16267_1_1_1
16629_1_1_1	16629_1_1_1
16863_1_1_1	16863_1_1_1
17124_1_1_1	17124_1_1_1
17384_1_1_1	17384_1_1_1
17384_1_1_1	25756_1_1_1
17384_1_1_1	15488_1_1_1
17623_1_1_1	17623_1_1_1
17623_1_1_1	17622_1_1_1
17867_1_1_1	17867_1_1_1
18130_1_1_1	18130_1_1_1
18393_1_1_1	18393_1_1_1
18622_1_1_1	18622_1_1_1
18622_1_1_1	18623_1_1_1
18788_1_1_1	18788_1_1_1
18788_1_1_1	15232_1_1_1
18788_1_1_1	15357_1_1_1
18788_1_1_1	6250_1_1_1
18788_1_1_1	6251_1_1_1
18788_1_1_1	18013_1_1_1
18788_1_1_1	15901_1_1_1
18788_1_1_1	16123_1_1_1
18788_1_1_1	16585_1_1_1
19355_1_1_1	19355_1_1_1
19615_1_1_1	19615_1_1_1
19615_1_1_1	19743_1_1_1
19615_1_1_1	19744_1_1_1
19615_1_1_1	19616_1_1_1
19615_1_1_1	6074_1_1_1
19615_1_1_1	19742_1_1_1
19913_1_1_1	19913_1_1_1
19913_1_1_1	19914_1_1_1
19913_1_1_1	25988_1_1_1
25658_1_1_1	25658_1_1_1
25856_1_1_1	25856_1_1_1
25856_1_1_1	25656_1_1_1
25856_1_1_1	26649_1_1_1
25856_1_1_1	27349_1_1_1
26886_1_1_1	26886_1_1_1
26886_1_1_1	26885_1_1_1
27497_1_1_1	27497_1_1_1
27497_1_1_1	30471_1_1_1
30037_1_1_1	30037_1_1_1
30037_1_1_1	19059_1_1_1
30298_1_1_1	30298_1_1_1
30298_1_1_1	18916_1_1_1
11067_1_1_1	11067_1_1_1
11076_1_1_1	11076_1_1_1
11076_1_1_1	7248_1_1_1
11078_1_1_1	11078_1_1_1
11078_1_1_1	15356_1_1_1
11082_1_1_1	11082_1_1_1
11082_1_1_1	11081_1_1_1
11082_1_1_1	11153_1_1_1
11082_1_2_2	11082_1_2_2
11088_1_1_1	11088_1_1_1
11090_1_1_1	11090_1_1_1
11091_1_1_1	11091_1_1_1
11092_1_1_1	11092_1_1_1
11093_1_1_1	11093_1_1_1
290_1_1_1	290_1_1_1
2948_1_1_1	2948_1_1_1
298_1_1_1	298_1_1_1
2999_1_1_1	2999_1_1_1
2999_1_1_1	2219_1_1_1
30000_1_1_1	30000_1_1_1
30000_1_1_1	25061_1_1_1
30000_1_1_1	25062_1_1_1
30002_1_1_1	30002_1_1_1
30004_1_1_1	30004_1_1_1
30008_1_1_1	30008_1_1_1
30008_1_1_1	15364_1_1_1
30008_1_1_1	4781_1_2_2
30008_1_1_1	7384_1_1_1
30010_1_1_1	30010_1_1_1
30010_1_2_2	30010_1_2_2
30019_1_1_1	30019_1_1_1
30019_1_1_1	17200_1_1_1
30019_2_2_2	30019_2_2_2
30022_1_1_1	30022_1_1_1
30022_1_1_1	30013_1_1_1
30030_1_1_1	30030_1_1_1
30034_1_1_1	30034_1_1_1
30039_1_1_1	30039_1_1_1
30039_1_1_1	19552_1_1_1
30059_1_1_1	30059_1_1_1
30059_1_1_1	25529_1_1_1
30059_1_1_1	30060_1_1_1
30061_1_1_1	30061_1_1_1
30061_1_2_2	30061_1_2_2
30063_2_2_2	30063_2_2_2
30064_1_1_1	30064_1_1_1
30067_1_1_1	30067_1_1_1
30068_1_1_1	30068_1_1_1
30068_1_1_1	25460_1_1_1
30069_1_1_1	30069_1_1_1
30073_1_1_1	30073_1_1_1
30074_1_2_1	30074_1_2_1
30074_1_2_1	30074_1_1_1
30081_5_5_2	30081_5_5_2
30081_5_5_2	30081_6_6_2
30081_5_5_2	30081_7_7_2
30081_5_5_2	30081_8_8_2
30087_1_1_1	30087_1_1_1
30092_1_1_1	30092_1_1_1
30106_1_1_1	30106_1_1_1
30109_1_1_1	30109_1_1_1
30110_1_1_1	30110_1_1_1
30123_1_1_1	30123_1_1_1
30123_1_1_1	30120_1_1_1
30123_1_1_1	30119_1_1_1
30124_1_1_1	30124_1_1_1
30126_1_1_1	30126_1_1_1
30135_1_1_1	30135_1_1_1
30137_1_1_1	30137_1_1_1
30139_1_1_1	30139_1_1_1
30149_1_1_1	30149_1_1_1
30155_1_1_1	30155_1_1_1
30155_1_1_1	25244_1_1_1
30177_1_1_1	30177_1_1_1
30180_1_1_1	30180_1_1_1
30188_1_1_1	30188_1_1_1
30192_1_1_1	30192_1_1_1
30193_1_1_1	30193_1_1_1
30194_1_1_1	30194_1_1_1
30204_1_1_1	30204_1_1_1
30204_1_1_1	27420_1_1_1
30205_1_1_1	30205_1_1_1
30208_1_1_1	30208_1_1_1
30209_1_1_1	30209_1_1_1
30210_1_1_1	30210_1_1_1
30210_1_1_1	30207_1_1_1
30213_1_1_1	30213_1_1_1
30213_1_1_1	30211_1_1_1
30213_1_1_1	30212_1_1_1
30213_1_1_1	30214_1_1_1
30213_1_1_1	30215_1_1_1
30213_1_1_1	30216_1_1_1
30213_1_1_1	30217_1_1_1
30213_1_1_1	30218_1_1_1
30229_1_1_1	30229_1_1_1
30230_1_1_1	30230_1_1_1
30231_1_1_1	30231_1_1_1
30233_1_1_1	30233_1_1_1
30233_1_1_1	30232_1_1_1
30235_1_1_1	30235_1_1_1
30236_1_1_1	30236_1_1_1
30237_1_1_1	30237_1_1_1
30239_1_1_1	30239_1_1_1
30241_1_1_1	30241_1_1_1
30242_1_1_1	30242_1_1_1
30243_1_2_2	30243_1_2_2
30243_1_2_2	26867_2_2_2
30247_1_1_1	30247_1_1_1
30256_1_1_1	30256_1_1_1
30263_1_1_1	30263_1_1_1
30267_1_1_1	30267_1_1_1
30267_1_1_1	30267_1_2_1
30267_1_1_1	30267_1_3_1
30274_1_1_1	30274_1_1_1
30275_1_3_3	30275_1_3_3
30276_1_2_2	30276_1_2_2
30281_1_1_1	30281_1_1_1
30284_1_1_1	30284_1_1_1
30284_1_1_1	25281_1_1_1
30300_1_2_2	30300_1_2_2
30303_1_1_1	30303_1_1_1
30310_1_1_1	30310_1_1_1
30310_1_1_1	30309_1_1_1
30311_1_2_1	30311_1_2_1
30311_1_2_1	30311_1_1_1
30312_1_1_1	30312_1_1_1
30312_1_1_1	27269_1_1_1
30313_1_1_1	30313_1_1_1
30315_1_1_1	30315_1_1_1
30318_1_1_1	30318_1_1_1
30319_1_2_1	30319_1_2_1
30319_1_2_1	30319_1_1_1
30320_1_1_1	30320_1_1_1
30321_1_1_1	30321_1_1_1
30322_1_1_1	30322_1_1_1
30330_1_1_1	30330_1_1_1
30339_1_1_1	30339_1_1_1
30348_1_1_1	30348_1_1_1
30350_1_1_1	30350_1_1_1
30352_1_1_1	30352_1_1_1
30354_1_1_1	30354_1_1_1
30354_1_1_1	30351_1_1_1
30367_1_1_1	30367_1_1_1
30368_1_2_2	30368_1_2_2
30371_1_1_1	30371_1_1_1
30373_1_2_2	30373_1_2_2
30388_1_1_1	30388_1_1_1
30391_1_1_1	30391_1_1_1
30396_1_1_1	30396_1_1_1
30406_1_1_1	30406_1_1_1
30408_1_1_1	30408_1_1_1
30415_1_1_1	30415_1_1_1
30415_1_1_1	30407_1_1_1
30420_1_1_1	30420_1_1_1
30420_1_1_1	30419_1_1_1
30421_1_1_1	30421_1_1_1
30422_1_1_1	30422_1_1_1
30436_1_1_1	30436_1_1_1
30436_1_1_1	30437_1_1_1
30436_1_1_1	30438_1_1_1
50920_1_1_1	50920_1_1_1
50936_1_1_1	50936_1_1_1
5093_1_1_1	5093_1_1_1
50940_1_1_1	50940_1_1_1
50942_1_1_1	50942_1_1_1
50944_1_1_1	50944_1_1_1
50946_1_1_1	50946_1_1_1
50955_1_1_1	50955_1_1_1
50955_1_1_1	51379_1_1_1
50955_1_1_1	51659_1_1_1
50957_1_1_1	50957_1_1_1
50962_1_1_1	50962_1_1_1
50964_1_1_1	50964_1_1_1
50966_1_1_1	50966_1_1_1
5096_1_1_1	5096_1_1_1
5096_1_1_1	4939_1_1_1
50979_1_1_1	50979_1_1_1
50997_1_1_1	50997_1_1_1
5099_1_1_1	5099_1_1_1
5099_1_1_1	4327_1_1_1
5100_2_1_1	5100_2_1_1
5100_2_1_1	16779_1_1_1
5100_2_1_1	5309_1_1_1
51011_1_1_1	51011_1_1_1
5101_1_1_1	5101_1_1_1
51029_1_1_1	51029_1_1_1
51033_1_1_1	51033_1_1_1
51038_1_1_1	51038_1_1_1
51048_1_1_1	51048_1_1_1
5104_1_1_1	5104_1_1_1
51052_2_3_3	51052_2_3_3
51052_2_3_3	34661_1_2_2
51052_2_3_3	50557_1_1_1
51054_1_1_1	51054_1_1_1
10119_1_1_1	10119_1_1_1
15036_1_1_1	15036_1_1_1
15036_1_1_1	7243_1_1_1
15036_1_1_1	7304_1_1_1
15036_1_1_1	5565_1_1_1
15036_1_1_1	15037_1_1_1
15419_1_1_1	15419_1_1_1
15661_1_1_1	15661_1_1_1
15943_1_1_1	15943_1_1_1
15943_1_1_1	15791_1_1_1
16269_1_1_1	16269_1_1_1
16868_1_1_1	16868_1_1_1
17399_1_1_1	17399_1_1_1
17625_1_1_1	17625_1_1_1
17905_1_1_1	17905_1_1_1
17905_1_1_1	19995_1_1_1
34124_1_1_1	34124_1_1_1
34288_1_1_1	34288_1_1_1
34288_1_1_1	34289_1_1_1
34288_1_1_1	34293_1_1_1
34450_1_1_1	34450_1_1_1
34657_1_1_1	34657_1_1_1
36186_1_1_1	36186_1_1_1
36186_1_1_1	36187_1_1_1
50235_1_1_1	50235_1_1_1
50751_1_1_1	50751_1_1_1
11077_1_1_1	11077_1_1_1
15084_1_1_1	15084_1_1_1
15084_1_1_1	17767_1_1_1
15084_1_1_1	15854_1_1_1
15084_1_1_1	5512_1_1_1
15084_1_1_1	16309_1_1_1
15084_1_1_1	16310_1_1_1
15431_1_1_1	15431_1_1_1
15692_1_1_1	15692_1_1_1
15692_1_1_1	15685_2_2_2
15692_1_1_1	6376_1_1_1
15966_1_1_1	15966_1_1_1
16306_1_1_1	16306_1_1_1
16306_1_1_1	16307_1_1_1
16306_1_1_1	18422_1_1_2
16306_1_1_1	18424_1_1_2
16306_1_1_1	5269_1_1_1
16306_1_1_1	18423_1_1_2
16648_1_1_1	16648_1_1_1
16882_1_1_1	16882_1_1_1
16882_1_1_1	34407_1_1_1
17667_1_1_1	17667_1_1_1
17917_1_1_1	17917_1_1_1
18179_1_1_1	18179_1_1_1
18179_1_1_1	18178_1_1_1
18417_1_1_1	18417_1_1_1
18417_1_1_1	16003_1_1_1
18644_1_1_1	18644_1_1_1
18817_1_1_1	18817_1_1_1
19396_1_1_1	19396_1_1_1
19396_1_1_1	30987_1_1_1
19632_1_1_1	19632_1_1_1
19954_1_1_1	19954_1_1_1
19954_1_1_1	34260_1_1_1
25397_1_1_1	25397_1_1_1
25397_1_1_1	25398_1_1_1
25694_1_2_2	25694_1_2_2
25694_1_2_2	15635_1_4_2
25694_1_2_2	15635_1_2_2
26607_1_1_1	26607_1_1_1
26904_1_1_1	26904_1_1_1
26904_1_1_1	26903_1_1_1
27241_1_1_1	27241_1_1_1
27241_1_1_1	16016_1_1_1
27241_1_1_1	27298_1_1_1
27581_1_1_1	27581_1_1_1
28039_1_1_1	28039_1_1_1
30370_1_1_1	30370_1_1_1
30585_1_1_1	30585_1_1_1
30834_1_1_1	30834_1_1_1
34131_1_1_1	34131_1_1_1
34453_1_1_1	34453_1_1_1
34453_1_1_1	30598_1_1_1
34453_1_1_1	17988_1_1_1
34453_1_1_1	7330_1_1_1
34453_1_1_1	2283_1_1_1
34453_1_1_1	4853_1_1_1
34662_1_1_1	34662_1_1_1
50239_1_1_1	50239_1_1_1
50239_1_1_1	50240_1_1_1
50239_1_1_1	17435_1_1_1
50239_1_1_1	51390_1_1_1
50786_1_1_1	50786_1_1_1
50786_1_1_1	34759_1_1_1
50786_1_1_1	27858_1_1_1
50786_1_1_1	5355_1_1_1
50786_1_1_1	7003_1_1_1
50786_1_1_1	34758_1_1_1
51237_1_1_1	51237_1_1_1
51237_1_1_1	27498_1_1_1
11249_1_1_1	11249_1_1_1
15101_1_1_1	15101_1_1_1
15981_1_1_1	15981_1_1_1
16649_1_1_1	16649_1_1_1
17686_1_1_1	17686_1_1_1
18186_1_1_1	18186_1_1_1
18647_1_1_1	18647_1_1_1
18823_1_1_1	18823_1_1_1
19067_1_1_1	19067_1_1_1
19633_1_1_1	19633_1_1_1
19967_1_1_1	19967_1_1_1
25139_2_1_1	25139_2_1_1
25139_2_1_1	25139_1_1_1
25402_1_1_1	25402_1_1_1
25700_1_1_1	25700_1_1_1
26619_1_1_1	26619_1_1_1
26619_1_1_1	26620_1_1_1
26619_1_1_1	16171_1_1_1
26619_1_1_1	16172_1_1_1
26619_1_1_1	16169_1_1_1
26619_1_1_1	16170_1_1_1
26619_1_1_1	975_1_1_1
26619_1_1_1	7126_1_1_1
26619_1_1_1	4964_1_1_1
26906_1_1_1	26906_1_1_1
28042_1_1_1	28042_1_1_1
28042_1_1_1	25995_1_1_1
28042_1_1_1	30824_1_1_1
30066_1_1_1	30066_1_1_1
30850_1_1_1	30850_1_1_1
34131_1_2_2	34131_1_2_2
34457_1_1_1	34457_1_1_1
34457_1_1_1	27128_1_1_1
34457_1_1_1	30065_1_1_1
34457_1_1_1	16381_1_1_1
34663_1_1_1	34663_1_1_1
50803_1_1_1	50803_1_1_1
51258_1_1_1	51258_1_1_1
11252_1_1_1	11252_1_1_1
11252_1_1_1	16766_1_1_1
15110_1_1_1	15110_1_1_1
15110_1_1_1	15215_1_1_1
15110_1_1_1	5042_1_1_1
15706_1_1_1	15706_1_1_1
15990_1_1_1	15990_1_1_1
16316_1_1_1	16316_1_1_1
16662_1_1_1	16662_1_1_1
16886_1_1_1	16886_1_1_1
17694_1_1_1	17694_1_1_1
17942_1_1_1	17942_1_1_1
17942_1_1_1	17373_1_1_1
17942_1_1_1	15209_1_1_1
17942_1_1_1	19643_1_1_1
18187_1_1_1	18187_1_1_1
18437_1_1_1	18437_1_1_1
18833_1_1_1	18833_1_1_1
18833_1_1_1	34688_1_1_1
18833_1_1_1	18834_1_1_1
18833_1_1_1	34689_1_1_1
18833_1_1_1	6060_1_1_1
18833_1_1_1	5937_1_1_1
18833_1_1_1	5762_1_1_1
18833_1_1_1	4516_1_1_1
18833_1_1_1	5131_1_1_1
18833_1_1_1	6091_1_1_1
18833_1_1_1	4123_1_1_1
19084_1_1_1	19084_1_1_1
19084_1_1_1	19855_1_1_1
19084_1_1_1	19857_1_1_1
19084_1_1_1	19858_1_1_1
19635_1_1_1	19635_1_1_1
19974_1_1_1	19974_1_1_1
25148_1_1_1	25148_1_1_1
25428_1_1_1	25428_1_1_1
25706_1_1_1	25706_1_1_1
25952_1_1_1	25952_1_1_1
25952_1_1_1	25951_2_1_1
25952_1_1_1	25950_1_1_1
25952_1_1_1	25951_1_1_1
26642_1_1_1	26642_1_1_1
26912_1_1_1	26912_1_1_1
27247_1_1_1	27247_1_1_1
27247_1_1_1	27246_1_1_1
27247_1_1_1	4222_1_1_1
27247_1_1_1	4633_1_1_1
30079_1_1_1	30079_1_1_1
30375_1_1_1	30375_1_1_1
30593_1_1_1	30593_1_1_1
30593_1_1_1	30416_1_1_1
30593_1_1_1	30427_1_1_1
30593_1_1_1	30428_1_1_1
30593_1_1_1	30430_1_1_1
30593_1_1_1	27365_1_1_1
30593_1_1_1	30435_1_1_1
30593_1_1_1	6714_1_1_1
30870_1_1_1	30870_1_1_1
34139_1_1_1	34139_1_1_1
34139_1_1_1	19752_1_1_1
34298_1_1_1	34298_1_1_1
34459_1_1_1	34459_1_1_1
36221_1_1_1	36221_1_1_1
36221_1_1_1	36220_1_1_1
50299_1_1_1	50299_1_1_1
50299_1_1_1	15882_1_1_1
50809_1_1_1	50809_1_1_1
51259_1_1_1	51259_1_1_1
51259_1_1_1	7311_1_1_1
51259_1_1_1	51182_1_1_1
51259_1_1_1	51183_1_1_1
51259_1_1_1	25964_1_1_1
51259_1_1_1	16314_1_1_1
51259_1_1_1	16104_1_1_1
51259_1_1_1	17394_1_1_1
51259_1_1_1	34069_1_1_1
51259_1_1_1	16105_1_1_1
51259_1_1_1	51013_1_1_1
51259_1_1_1	51014_1_1_1
11356_1_1_1	11356_1_1_1
11356_1_1_1	6777_1_1_1
11356_1_1_1	11179_1_1_1
15112_1_1_1	15112_1_1_1
15440_1_1_1	15440_1_1_1
15716_1_1_1	15716_1_1_1
15716_1_1_1	17249_1_1_1
15716_1_1_1	6390_1_1_1
15716_1_1_1	16956_1_1_1
15991_1_1_1	15991_1_1_1
16318_1_2_2	16318_1_2_2
16675_1_1_1	16675_1_1_1
16902_1_1_1	16902_1_1_1
17149_2_2_1	17149_2_2_1
17149_2_2_1	17149_1_1_1
17149_2_2_1	26954_1_1_1
17149_2_2_1	26955_1_1_1
17434_1_1_1	17434_1_1_1
17950_1_1_1	17950_1_1_1
18190_1_1_1	18190_1_1_1
18190_1_1_1	30293_1_1_1
18190_1_1_1	50168_1_1_1
18190_1_1_1	19163_1_1_1
18190_1_1_1	27952_1_1_1
18190_1_1_1	27953_1_1_1
18190_1_1_1	4227_1_1_1
18458_1_1_1	18458_1_1_1
18458_1_1_1	30098_1_1_1
18458_1_1_1	17085_1_1_1
18458_1_1_1	25492_1_1_1
10104_1_1_1	10104_1_1_1
10105_1_1_1	10105_1_1_1
10106_1_1_1	10106_1_1_1
10107_1_1_1	10107_1_1_1
10108_1_1_1	10108_1_1_1
10110_1_1_1	10110_1_1_1
10111_1_1_1	10111_1_1_1
10112_1_1_1	10112_1_1_1
10113_1_1_1	10113_1_1_1
10114_1_1_1	10114_1_1_1
11094_1_1_1	11094_1_1_1
11094_1_1_1	11095_1_1_1
11094_1_2_2	11094_1_2_2
11096_1_1_1	11096_1_1_1
11096_1_1_1	11119_1_1_1
11098_1_1_1	11098_1_1_1
11098_1_1_1	11111_1_1_1
11099_1_1_1	11099_1_1_1
11099_1_1_1	11112_1_1_1
11102_1_1_1	11102_1_1_1
11103_1_1_1	11103_1_1_1
11103_1_1_1	11121_1_1_1
11104_1_1_1	11104_1_1_1
11104_1_1_1	11101_1_1_1
11105_1_1_1	11105_1_1_1
11106_1_1_1	11106_1_1_1
11108_1_1_1	11108_1_1_1
11110_1_1_1	11110_1_1_1
11113_1_1_1	11113_1_1_1
11116_1_1_1	11116_1_1_1
11117_1_1_1	11117_1_1_1
11118_1_1_1	11118_1_1_1
11118_1_1_1	11097_1_1_1
11120_1_1_1	11120_1_1_1
11122_1_1_1	11122_1_1_1
11123_1_1_1	11123_1_1_1
11124_1_1_1	11124_1_1_1
11125_1_1_1	11125_1_1_1
11127_1_1_1	11127_1_1_1
11128_1_1_1	11128_1_1_1
11129_1_1_1	11129_1_1_1
11129_1_1_1	17192_1_1_1
11131_1_1_1	11131_1_1_1
11133_1_1_1	11133_1_1_1
11133_1_1_1	10030_1_1_1
11134_1_1_1	11134_1_1_1
11135_1_1_1	11135_1_1_1
11138_1_1_1	11138_1_1_1
11141_1_1_1	11141_1_1_1
11144_1_1_1	11144_1_1_1
11146_1_1_1	11146_1_1_1
11146_1_1_1	6944_1_1_1
11149_1_1_1	11149_1_1_1
11149_1_1_1	11443_1_1_1
11149_1_1_1	15591_1_1_1
11149_1_1_1	15592_1_1_1
11150_1_1_1	11150_1_1_1
11152_1_1_1	11152_1_1_1
11155_1_1_1	11155_1_1_1
11157_1_1_1	11157_1_1_1
11158_1_1_1	11158_1_1_1
11158_1_1_1	17691_1_1_1
11158_1_1_1	5036_1_1_1
11158_1_1_1	51311_1_1_1
11158_1_1_1	51312_1_1_1
11158_1_1_1	51313_1_1_1
11160_1_1_1	11160_1_1_1
11162_1_1_1	11162_1_1_1
11164_1_1_1	11164_1_1_1
18645_1_1_1	18645_1_1_1
18650_1_2_2	18650_1_2_2
18653_1_1_1	18653_1_1_1
18655_1_1_1	18655_1_1_1
18661_1_1_1	18661_1_1_1
18662_1_1_1	18662_1_1_1
18666_1_1_1	18666_1_1_1
18666_1_1_1	18665_1_1_1
18671_1_2_2	18671_1_2_2
18671_1_2_2	18670_1_1_1
18673_1_1_1	18673_1_1_1
18677_1_1_1	18677_1_1_1
18682_1_1_1	18682_1_1_1
18682_1_1_1	18681_1_1_1
18684_1_1_1	18684_1_1_1
18684_1_1_1	5264_1_1_1
18691_1_1_1	18691_1_1_1
18694_1_2_2	18694_1_2_2
18695_1_3_3	18695_1_3_3
18700_1_1_1	18700_1_1_1
18702_1_1_1	18702_1_1_1
18705_1_1_1	18705_1_1_1
18705_1_1_1	19693_1_1_1
18705_1_1_1	19693_1_2_1
18712_1_1_1	18712_1_1_1
18714_1_1_1	18714_1_1_1
18717_1_1_1	18717_1_1_1
18720_1_1_1	18720_1_1_1
18723_1_1_1	18723_1_1_1
18723_1_1_1	18722_1_1_1
18723_1_1_1	18757_1_1_1
18723_1_1_1	18938_1_1_1
18738_1_1_1	18738_1_1_1
18748_1_1_1	18748_1_1_1
18749_1_1_1	18749_1_1_1
18753_1_1_1	18753_1_1_1
18756_1_1_1	18756_1_1_1
18756_1_1_1	18759_1_1_1
18756_1_1_1	18760_1_1_1
18763_1_1_1	18763_1_1_1
18766_1_1_1	18766_1_1_1
18768_1_1_1	18768_1_1_1
18769_1_1_1	18769_1_1_1
18770_1_1_1	18770_1_1_1
18770_1_1_1	18771_1_1_1
18775_1_1_1	18775_1_1_1
18783_1_1_1	18783_1_1_1
18783_1_1_1	18300_1_1_1
18783_1_1_1	25598_1_1_1
18783_1_1_1	18784_1_1_1
18783_1_1_1	18965_1_1_1
18783_1_1_1	25653_1_1_1
18802_1_1_1	18802_1_1_1
18804_1_1_1	18804_1_1_1
18809_1_1_1	18809_1_1_1
18812_1_1_1	18812_1_1_1
18816_1_1_1	18816_1_1_1
18822_1_1_1	18822_1_1_1
18829_1_1_1	18829_1_1_1
18832_1_1_1	18832_1_1_1
18832_1_1_1	18327_1_1_1
18843_1_1_1	18843_1_1_1
18848_1_1_1	18848_1_1_1
1885_1_1_1	1885_1_1_1
1886_1_1_1	1886_1_1_1
18880_1_1_1	18880_1_1_1
18882_1_1_1	18882_1_1_1
18883_1_1_1	18883_1_1_1
18895_1_1_1	18895_1_1_1
18896_1_1_1	18896_1_1_1
18899_1_1_1	18899_1_1_1
18906_1_1_1	18906_1_1_1
18908_1_1_1	18908_1_1_1
18910_1_1_1	18910_1_1_1
18917_1_1_1	18917_1_1_1
18920_1_1_1	18920_1_1_1
18922_1_1_1	18922_1_1_1
18926_1_1_1	18926_1_1_1
18933_1_1_1	18933_1_1_1
18933_1_1_1	18934_1_1_1
18933_1_1_1	18935_1_1_1
18933_1_1_1	5010_1_1_1
18939_1_1_1	18939_1_1_1
18940_1_1_1	18940_1_1_1
18941_1_1_1	18941_1_1_1
18941_1_1_1	4553_1_1_1
18943_1_1_1	18943_1_1_1
18945_1_1_1	18945_1_1_1
18946_1_1_1	18946_1_1_1
18953_1_1_1	18953_1_1_1
18953_1_1_1	16173_1_1_1
18961_1_1_1	18961_1_1_1
18963_1_1_1	18963_1_1_1
18963_1_1_1	18963_2_1_1
18963_1_1_1	19074_1_1_1
18971_2_2_2	18971_2_2_2
18977_1_1_1	18977_1_1_1
18982_1_1_1	18982_1_1_1
18982_1_2_2	18982_1_2_2
18987_1_1_1	18987_1_1_1
18988_1_1_1	18988_1_1_1
18988_1_1_1	6983_1_1_1
18988_1_1_1	6987_1_1_1
18989_1_1_1	18989_1_1_1
18990_1_1_1	18990_1_1_1
18992_1_1_1	18992_1_1_1
18992_1_1_1	18991_1_1_1
18992_1_1_1	19273_1_1_1
18993_1_1_1	18993_1_1_1
18999_1_1_1	18999_1_1_1
18999_1_1_1	18998_1_1_1
19000_1_1_1	19000_1_1_1
19002_1_1_1	19002_1_1_1
19006_1_1_1	19006_1_1_1
19010_1_1_1	19010_1_1_1
19013_1_1_1	19013_1_1_1
19014_1_1_1	19014_1_1_1
19023_1_1_1	19023_1_1_1
19027_1_1_1	19027_1_1_1
17781_1_1_1	17781_1_1_1
17783_1_1_1	17783_1_1_1
25755_1_1_1	25755_1_1_1
25755_1_1_1	16215_1_1_1
25755_1_1_1	18710_1_1_1
25755_1_1_1	25753_1_1_1
25755_1_1_1	4067_2_1_1
25755_1_1_1	4067_4_1_1
25755_1_1_1	5295_1_1_1
25755_1_1_1	5296_1_1_1
25755_1_1_1	5723_1_1_1
25755_1_1_1	5724_1_1_1
25755_1_1_1	5725_1_1_1
25755_1_1_1	5726_1_1_1
25755_1_1_1	5727_1_1_1
25755_1_1_1	5728_1_1_1
25766_1_1_1	25766_1_1_1
25770_1_1_1	25770_1_1_1
25771_1_1_1	25771_1_1_1
25771_1_1_1	16845_1_1_1
25772_1_1_1	25772_1_1_1
25774_1_1_1	25774_1_1_1
25778_1_1_1	25778_1_1_1
25782_1_1_1	25782_1_1_1
25783_1_1_1	25783_1_1_1
25783_1_1_1	19250_1_1_1
25787_1_1_1	25787_1_1_1
25787_1_1_1	25786_1_1_1
25787_1_1_1	30199_1_1_1
25792_1_1_1	25792_1_1_1
25802_1_1_1	25802_1_1_1
25804_1_1_1	25804_1_1_1
25805_1_1_1	25805_1_1_1
25806_1_1_1	25806_1_1_1
25818_1_1_1	25818_1_1_1
25818_1_1_1	25817_1_1_1
25825_1_1_1	25825_1_1_1
25827_1_1_1	25827_1_1_1
10334_1_1_1	10334_1_1_1
10334_1_1_1	10330_1_1_1
10334_1_1_1	10160_1_1_1
10335_1_1_1	10335_1_1_1
10336_1_1_1	10336_1_1_1
10337_1_1_1	10337_1_1_1
10338_1_1_1	10338_1_1_1
1071_1_1_1	1071_1_1_1
17792_1_1_1	17792_1_1_1
17798_1_1_1	17798_1_1_1
17798_1_1_1	17797_1_1_1
17799_1_1_1	17799_1_1_1
17804_1_1_1	17804_1_1_1
17804_1_1_1	17804_2_1_1
17806_1_1_1	17806_1_1_1
17807_1_2_2	17807_1_2_2
17808_1_2_2	17808_1_2_2
17816_1_1_1	17816_1_1_1
17818_1_1_1	17818_1_1_1
17824_1_1_1	17824_1_1_1
17828_1_1_1	17828_1_1_1
17831_1_1_1	17831_1_1_1
17831_1_1_1	17830_1_1_1
17835_1_1_1	17835_1_1_1
17853_1_1_1	17853_1_1_1
17856_1_2_1	17856_1_2_1
17879_1_2_2	17879_1_2_2
17888_1_1_1	17888_1_1_1
17899_1_1_1	17899_1_1_1
17900_1_1_1	17900_1_1_1
17902_1_1_1	17902_1_1_1
17902_1_1_1	17890_1_1_1
17907_1_1_1	17907_1_1_1
17907_1_1_1	17906_1_1_1
17908_1_1_1	17908_1_1_1
17911_1_1_1	17911_1_1_1
17915_1_1_1	17915_1_1_1
17915_1_1_1	11026_1_1_1
17923_1_1_1	17923_1_1_1
17923_1_1_1	30561_1_1_1
17923_1_1_1	7092_1_1_1
17925_1_1_1	17925_1_1_1
17925_1_1_1	17924_1_1_1
